Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,participant_id,posture
2.29,2.33,3.35,2.17,2.21,2.84,0.95,4.95,0.0,3.51,0.0,4.84,4.78,02,upright
2.25,2.31,3.38,2.14,2.2,2.85,0.96,4.89,0.0,3.58,0.0,4.86,4.84,02,upright
2.3,2.33,3.42,2.15,2.21,2.83,0.95,4.95,0.0,3.5,0.0,4.86,4.89,02,upright
2.34,2.33,3.42,2.14,2.19,2.84,0.95,4.86,0.0,3.51,0.0,4.8,4.78,02,upright
2.29,2.33,3.41,2.15,2.17,2.9,0.94,4.93,0.01,3.5,0.0,4.8,4.8,02,upright
2.35,2.36,3.38,2.15,2.19,2.83,0.95,5.01,0.01,3.47,0.0,4.8,4.86,02,upright
2.28,2.33,3.4,2.15,2.24,2.76,0.96,4.99,0.0,3.47,0.0,4.84,4.8,02,upright
2.3,2.38,3.41,2.09,2.25,2.88,0.94,4.99,0.0,3.5,0.0,4.86,4.84,02,upright
2.29,2.34,3.4,2.15,2.21,2.8,0.95,4.99,0.0,3.54,0.0,4.8,4.78,02,upright
2.26,2.34,3.35,2.15,2.17,2.81,0.98,4.95,0.0,3.5,0.0,4.8,4.78,02,upright
2.31,2.35,3.4,2.19,2.24,2.83,1.0,5.01,0.01,3.51,0.0,4.84,4.89,02,upright
2.29,2.33,3.36,2.16,2.2,2.83,1.0,4.84,0.0,3.55,0.0,4.78,4.84,02,upright
2.28,2.31,3.4,2.14,2.21,2.84,0.99,4.93,0.0,3.55,0.0,4.84,4.86,02,upright
2.29,2.31,3.4,2.17,2.16,2.83,1.01,4.95,0.0,3.5,0.0,4.8,4.8,02,upright
2.34,2.36,3.45,2.17,2.2,2.8,0.95,4.93,0.0,3.54,0.0,4.75,4.86,02,upright
2.28,2.31,3.38,2.15,2.19,2.84,0.96,4.93,0.0,3.55,0.0,4.8,4.8,02,upright
2.3,2.34,3.4,2.14,2.25,2.78,0.99,4.93,0.0,3.5,0.0,4.84,4.89,02,upright
2.29,2.33,3.41,2.17,2.19,2.84,1.01,5.05,0.01,3.61,0.0,4.86,4.78,02,upright
2.36,2.35,3.41,2.17,2.21,2.89,0.96,4.93,0.0,3.54,0.0,4.89,4.75,02,upright
2.33,2.36,3.4,2.15,2.19,2.85,1.01,4.99,0.0,3.51,0.0,4.89,4.72,02,upright
2.29,2.35,3.4,2.15,2.24,2.9,0.96,4.99,0.0,3.58,0.0,4.89,4.84,02,upright
2.3,2.36,3.38,2.15,2.2,2.84,0.94,4.99,0.0,3.58,0.0,4.99,4.84,02,upright
2.26,2.33,3.38,2.15,2.22,2.83,0.95,4.99,0.0,3.55,0.0,4.99,4.78,02,upright
2.3,2.31,3.38,2.15,2.21,2.84,0.95,4.95,0.0,3.54,0.0,4.93,4.72,02,upright
2.3,2.34,3.41,2.15,2.19,2.9,0.99,4.99,0.0,3.59,0.0,5.01,4.86,02,upright
2.35,2.36,3.4,2.16,2.21,2.83,0.99,4.95,0.0,3.55,0.0,4.95,4.8,02,upright
2.3,2.3,3.42,2.19,2.21,2.84,1.0,4.93,0.0,3.59,0.0,4.93,4.8,02,upright
2.3,2.36,3.38,2.21,2.17,2.83,1.0,5.05,0.01,3.55,0.0,4.95,4.84,02,upright
2.28,2.31,3.4,2.17,2.19,2.83,1.0,4.99,0.01,3.64,0.0,4.93,4.72,02,upright
2.3,2.34,3.45,2.17,2.21,2.81,0.99,4.89,0.0,3.58,0.0,5.01,4.95,02,upright
2.28,2.34,3.41,2.2,2.16,2.85,1.0,4.99,0.0,3.5,0.0,4.86,4.84,02,upright
2.29,2.36,3.4,2.15,2.24,2.83,1.01,4.95,0.01,3.55,0.0,4.86,4.86,02,upright
2.34,2.39,3.41,2.13,2.24,2.85,1.01,4.95,0.0,3.54,0.0,4.86,4.86,02,upright
2.29,2.41,3.41,2.14,2.24,2.85,1.0,4.99,0.0,3.46,0.0,4.89,4.84,02,upright
2.3,2.36,3.42,2.09,2.25,2.84,1.02,5.07,0.01,3.51,0.0,4.93,4.84,02,upright
2.3,2.38,3.35,2.14,2.21,2.84,1.02,5.01,0.0,3.5,0.0,4.89,4.86,02,upright
2.29,2.36,3.38,2.11,2.21,2.75,0.99,4.99,0.0,3.5,0.0,4.89,4.8,02,upright
2.3,2.36,3.4,2.16,2.2,2.88,1.02,4.99,0.0,3.5,0.0,4.86,4.8,02,upright
2.3,2.34,3.4,2.13,2.19,2.81,0.99,4.93,0.0,3.58,0.0,4.84,4.78,02,upright
2.31,2.38,3.35,2.16,2.15,2.81,0.98,4.95,0.0,3.54,0.0,4.89,4.8,02,upright
2.25,2.39,3.46,2.14,2.21,2.88,1.01,5.01,0.0,3.55,0.0,4.86,4.8,02,upright
2.3,2.36,3.41,2.15,2.25,2.79,0.96,4.99,0.0,3.59,0.0,4.84,4.84,02,upright
2.33,2.4,3.41,2.14,2.2,2.81,0.96,4.99,0.0,3.54,0.0,4.86,4.86,02,upright
2.33,2.35,3.4,2.14,2.26,2.88,0.98,5.05,0.0,3.55,0.0,4.89,4.84,02,upright
2.33,2.38,3.41,2.14,2.21,2.89,0.98,4.95,0.0,3.5,0.0,4.8,4.8,02,upright
2.3,2.36,3.4,2.15,2.2,2.84,0.99,5.1,0.01,3.59,0.0,4.86,4.84,02,upright
2.33,2.33,3.36,2.11,2.25,2.85,0.98,5.01,0.0,3.54,0.0,4.95,4.86,02,upright
2.29,2.35,3.38,2.15,2.21,2.84,1.02,4.95,0.01,3.54,0.0,4.86,4.8,02,upright
2.31,2.36,3.4,2.15,2.2,2.83,0.99,4.86,0.01,3.58,0.0,4.99,4.89,02,upright
2.31,2.35,3.4,2.2,2.21,2.83,1.01,4.95,0.0,3.63,0.0,4.95,4.84,02,upright
1.99,1.92,2.85,2.58,2.21,3.45,0.45,3.13,1.74,4.5,3.51,5.3,4.8,03,leaning-backward
2.09,2.09,3.08,2.85,2.38,3.8,0.46,3.54,1.8,5.24,3.99,6.31,5.63,03,leaning-backward
2.15,2.09,3.1,2.83,2.41,3.86,0.46,3.5,1.94,5.24,4.03,6.31,5.69,03,leaning-backward
2.11,2.09,3.11,2.9,2.42,3.88,0.46,3.51,1.65,5.24,3.99,6.28,5.59,03,leaning-backward
2.11,2.1,3.08,2.78,2.38,3.84,0.45,3.55,1.59,5.2,4.03,6.31,5.66,03,leaning-backward
2.14,2.09,3.1,2.84,2.38,3.81,0.47,3.47,1.52,5.2,3.99,6.28,5.55,03,leaning-backward
2.17,2.06,3.08,2.8,2.4,3.84,0.45,3.5,1.74,5.14,3.99,6.22,5.55,03,leaning-backward
2.14,2.09,3.08,2.85,2.45,3.78,0.46,3.51,1.52,5.24,4.01,6.28,5.63,03,leaning-backward
2.15,2.09,3.1,2.84,2.42,3.81,0.46,3.54,1.79,5.18,3.99,6.4,5.59,03,leaning-backward
2.15,2.09,3.08,2.84,2.38,3.81,0.46,3.51,1.75,5.3,4.01,6.31,5.59,03,leaning-backward
2.17,2.09,3.08,2.85,2.4,3.84,0.46,3.54,2.11,5.26,4.03,6.31,5.63,03,leaning-backward
2.15,2.09,3.06,2.84,2.34,3.78,0.46,3.58,1.81,5.3,4.07,6.31,5.66,03,leaning-backward
2.15,2.06,3.05,2.91,2.34,3.8,0.46,3.5,1.98,5.24,3.99,6.28,5.59,03,leaning-backward
2.16,2.09,3.06,2.84,2.38,3.81,0.47,3.54,2.15,5.26,3.94,6.36,5.63,03,leaning-backward
2.17,2.13,3.11,2.84,2.36,3.88,0.47,3.51,2.13,5.24,4.01,6.31,5.59,03,leaning-backward
2.11,2.1,3.08,2.88,2.39,3.86,0.46,3.51,2.14,5.24,3.99,6.31,5.63,03,leaning-backward
2.17,2.09,3.1,2.92,2.4,3.84,0.45,3.51,2.13,5.2,4.03,6.31,5.55,03,leaning-backward
2.19,2.1,3.08,2.84,2.39,3.86,0.46,3.5,2.1,5.24,4.05,6.31,5.66,03,leaning-backward
2.15,2.11,3.06,2.84,2.39,3.88,0.45,3.54,2.11,5.18,4.05,6.31,5.63,03,leaning-backward
2.16,2.13,3.11,2.94,2.39,3.84,0.45,3.55,2.09,5.2,4.05,6.31,5.66,03,leaning-backward
2.19,2.11,3.1,2.9,2.36,3.84,0.47,3.58,2.13,5.24,4.03,6.36,5.63,03,leaning-backward
2.19,2.11,3.11,2.85,2.38,3.84,0.47,3.54,2.13,5.2,4.03,6.31,5.66,03,leaning-backward
2.19,2.11,3.11,2.88,2.4,3.8,0.46,3.51,2.03,5.18,4.05,6.31,5.63,03,leaning-backward
2.17,2.1,3.1,2.78,2.35,3.84,0.45,3.54,2.1,5.24,4.05,6.36,5.63,03,leaning-backward
2.2,2.11,3.11,2.88,2.36,3.84,0.45,3.58,2.09,5.14,4.03,6.4,5.69,03,leaning-backward
2.24,2.14,3.14,2.89,2.36,3.86,0.46,3.55,2.11,5.2,4.1,6.36,5.66,03,leaning-backward
2.2,2.11,3.11,2.89,2.35,3.81,0.47,3.58,2.15,5.18,4.07,6.36,5.66,03,leaning-backward
2.19,2.11,3.1,2.9,2.31,3.88,0.49,3.55,2.11,5.2,4.07,6.4,5.69,03,leaning-backward
2.17,2.11,3.11,2.88,2.36,3.81,0.46,3.51,2.11,5.2,4.07,6.31,5.66,03,leaning-backward
2.21,2.11,3.08,2.78,2.34,3.84,0.45,3.54,2.13,5.18,4.07,6.36,5.63,03,leaning-backward
2.21,2.14,3.11,2.85,2.35,3.86,0.46,3.54,2.15,5.18,4.07,6.4,5.69,03,leaning-backward
2.2,2.11,3.1,2.8,2.35,3.8,0.47,3.54,2.09,5.2,4.07,6.36,5.69,03,leaning-backward
2.21,2.11,3.11,2.85,2.39,3.84,0.46,3.59,2.17,5.2,4.11,6.31,5.74,03,leaning-backward
2.21,2.13,3.13,2.9,2.4,3.88,0.46,3.55,1.94,5.26,4.1,6.45,5.74,03,leaning-backward
2.17,2.09,3.15,2.81,2.42,3.86,0.45,3.58,2.13,5.3,4.05,6.4,5.74,03,leaning-backward
2.21,2.13,3.14,2.85,2.45,3.84,0.47,3.58,2.06,5.26,4.14,6.45,5.78,03,leaning-backward
2.22,2.15,3.15,2.88,2.42,3.88,0.46,3.59,2.06,5.26,4.14,6.5,5.81,03,leaning-backward
2.19,2.15,3.15,2.9,2.47,3.84,0.46,3.61,2.11,5.2,4.14,6.5,5.69,03,leaning-backward
2.26,2.14,3.15,2.9,2.41,3.84,0.46,3.59,2.09,5.3,4.11,6.45,5.78,03,leaning-backward
2.17,2.15,3.15,2.84,2.41,3.84,0.46,3.59,2.03,5.26,4.11,6.4,5.74,03,leaning-backward
2.26,2.14,3.15,2.94,2.42,3.86,0.45,3.55,2.06,5.24,4.14,6.45,5.69,03,leaning-backward
2.2,2.13,3.13,2.88,2.41,3.88,0.49,3.61,2.06,5.26,4.11,6.4,5.69,03,leaning-backward
2.21,2.14,3.15,2.92,2.41,3.88,0.46,3.61,2.05,5.26,4.1,6.4,5.66,03,leaning-backward
2.22,2.1,3.14,2.9,2.44,3.84,0.46,3.61,2.1,5.26,4.1,6.4,5.66,03,leaning-backward
2.25,2.11,3.14,2.91,2.42,3.86,0.46,3.63,2.0,5.2,4.07,6.4,5.69,03,leaning-backward
2.22,2.14,3.15,2.89,2.42,3.84,0.46,3.61,2.09,5.2,4.11,6.45,5.69,03,leaning-backward
2.25,2.15,3.15,2.94,2.39,3.84,0.46,3.59,1.91,5.24,4.11,6.45,5.69,03,leaning-backward
2.22,2.13,3.14,2.92,2.36,3.86,0.45,3.63,1.95,5.26,4.14,6.45,5.69,03,leaning-backward
2.21,2.15,3.15,2.94,2.41,3.84,0.46,3.61,1.96,5.2,4.11,6.45,5.74,03,leaning-backward
2.21,2.15,3.15,2.89,2.39,3.88,0.46,3.61,2.09,5.24,4.11,6.4,5.66,03,leaning-backward
2.29,2.15,3.15,2.89,2.39,3.84,0.46,3.61,2.09,5.24,4.11,6.45,5.69,03,leaning-backward
2.26,2.14,3.15,2.9,2.41,3.88,0.46,3.63,2.13,5.18,4.11,6.4,5.66,03,leaning-backward
2.2,2.11,3.14,2.95,2.36,3.9,0.46,3.61,2.13,5.2,4.14,6.45,5.69,03,leaning-backward
2.15,2.11,3.15,2.91,2.41,3.84,0.49,3.59,2.06,5.3,4.1,6.5,5.66,03,leaning-backward
2.11,2.11,3.19,2.96,2.33,3.78,0.46,3.63,2.06,5.2,4.19,6.5,5.74,03,leaning-backward
2.1,2.13,3.14,2.94,2.38,3.81,0.47,3.61,2.09,5.18,4.19,6.54,5.69,03,leaning-backward
2.06,2.08,3.17,2.85,2.42,3.81,0.47,3.58,2.06,5.24,4.14,6.5,5.63,03,leaning-backward
2.04,2.06,3.15,2.88,2.44,3.84,0.46,3.58,1.9,5.26,4.14,6.54,5.63,03,leaning-backward
2.08,2.06,3.14,2.9,2.41,3.86,0.46,3.58,2.1,5.26,4.11,6.5,5.63,03,leaning-backward
2.08,2.01,3.05,2.91,2.42,3.86,0.46,3.54,1.91,5.24,4.14,6.45,5.66,03,leaning-backward
2.05,2.04,3.08,2.85,2.5,3.84,0.47,3.55,2.01,5.26,4.1,6.5,5.66,03,leaning-backward
2.04,2.05,3.08,2.83,2.46,3.88,0.46,3.54,2.04,5.3,4.1,6.5,5.66,03,leaning-backward
2.09,2.03,3.06,2.84,2.46,3.92,0.46,3.54,1.75,5.3,4.1,6.5,5.69,03,leaning-backward
2.05,2.0,3.05,2.74,2.5,3.84,0.46,3.47,2.0,5.38,4.1,6.5,5.74,03,leaning-backward
2.03,2.01,3.06,2.81,2.47,3.88,0.46,3.55,2.0,5.26,4.05,6.4,5.78,03,leaning-backward
2.05,1.99,3.03,2.81,2.49,3.84,0.45,3.51,2.0,5.3,4.1,6.5,5.74,03,leaning-backward
2.1,2.03,3.06,2.83,2.49,3.84,0.47,3.5,2.05,5.34,4.1,6.5,5.74,03,leaning-backward
2.06,2.03,3.05,2.81,2.41,3.88,0.46,3.58,2.04,5.38,4.14,6.5,5.81,03,leaning-backward
2.09,2.0,3.05,2.83,2.45,3.84,0.45,3.5,1.96,5.3,4.11,6.5,5.78,03,leaning-backward
2.06,2.03,3.08,2.85,2.5,3.8,0.46,3.54,1.84,5.38,4.11,6.5,5.74,03,leaning-backward
2.06,2.03,3.05,2.85,2.44,3.84,0.45,3.5,1.99,5.3,4.11,6.5,5.78,03,leaning-backward
2.13,2.03,3.08,2.85,2.45,3.84,0.47,3.54,2.01,5.44,4.1,6.54,5.74,03,leaning-backward
2.16,2.03,3.1,2.8,2.42,3.46,0.47,3.58,1.64,5.24,4.16,6.59,5.74,03,leaning-backward
2.13,2.03,3.1,2.79,2.41,3.78,0.46,3.63,1.99,5.24,4.21,6.59,5.69,03,leaning-backward
2.14,2.05,3.11,2.84,2.38,3.74,0.45,3.64,2.0,5.18,4.21,6.5,5.66,03,leaning-backward
2.14,2.05,3.1,2.8,2.38,3.66,0.45,3.67,1.99,5.1,4.24,6.59,5.74,03,leaning-backward
2.19,2.06,3.11,2.83,2.4,3.66,0.45,3.61,1.85,5.1,4.24,6.59,5.66,03,leaning-backward
2.0,2.15,3.11,2.83,2.38,3.72,0.47,3.67,1.59,5.2,4.24,6.64,5.74,03,leaning-backward
1.85,2.05,3.11,2.85,2.34,3.66,0.46,3.61,1.52,5.14,4.16,6.54,5.63,03,leaning-backward
2.14,2.08,3.14,2.9,2.39,3.66,0.45,3.59,1.89,5.14,4.21,6.64,5.66,03,leaning-backward
2.2,2.1,3.06,2.8,2.4,3.66,0.45,3.55,1.99,5.2,4.14,6.54,5.69,03,leaning-backward
2.2,2.11,3.08,2.84,2.45,3.63,0.46,3.58,2.06,5.24,4.19,6.5,5.63,03,leaning-backward
2.21,2.1,3.1,2.84,2.4,3.67,0.45,3.61,1.59,5.2,4.14,6.5,5.66,03,leaning-backward
2.25,2.11,3.11,2.85,2.4,3.66,0.45,3.61,2.04,5.2,4.19,6.54,5.66,03,leaning-backward
2.19,2.08,3.11,2.85,2.41,3.72,0.46,3.61,2.0,5.18,4.16,6.54,5.69,03,leaning-backward
2.24,2.11,3.11,2.8,2.42,3.64,0.46,3.61,2.11,5.2,4.19,6.54,5.69,03,leaning-backward
2.15,2.09,3.11,2.85,2.41,3.66,0.45,3.64,1.98,5.2,4.16,6.54,5.63,03,leaning-backward
2.1,2.09,3.13,2.83,2.42,3.64,0.46,3.61,1.91,5.24,4.21,6.59,5.66,03,leaning-backward
2.15,2.06,3.14,2.89,2.41,3.67,0.45,3.59,1.64,5.24,4.21,6.64,5.69,03,leaning-backward
2.17,2.08,3.14,2.9,2.42,3.7,0.46,3.58,1.56,5.24,4.21,6.59,5.74,03,leaning-backward
2.19,2.09,3.11,2.92,2.35,3.7,0.45,3.63,1.91,5.2,4.21,6.54,5.66,03,leaning-backward
2.2,2.11,3.11,2.88,2.41,3.72,0.47,3.63,1.58,5.14,4.19,6.64,5.69,03,leaning-backward
2.22,2.1,3.11,2.84,2.4,3.67,0.45,3.61,1.41,5.24,4.26,6.54,5.66,03,leaning-backward
2.22,2.08,3.13,2.9,2.42,3.66,0.45,3.61,1.63,5.2,4.21,6.5,5.74,03,leaning-backward
2.21,2.11,3.13,2.89,2.41,3.7,0.46,3.59,1.98,5.2,4.21,6.54,5.66,03,leaning-backward
2.21,2.11,3.14,2.89,2.45,3.7,0.46,3.59,1.96,5.2,4.21,6.59,5.66,03,leaning-backward
2.24,2.11,3.11,2.84,2.41,3.66,0.47,3.63,2.1,5.18,4.16,6.59,5.69,03,leaning-backward
2.24,2.11,3.13,2.89,2.41,3.61,0.46,3.61,2.06,5.2,4.21,6.59,5.69,03,leaning-backward
2.22,2.11,3.1,2.78,2.4,3.64,0.46,3.63,1.98,5.14,4.21,6.5,5.66,03,leaning-backward
2.26,2.11,3.11,2.88,2.41,3.67,0.45,3.61,1.98,5.2,4.24,6.59,5.66,03,leaning-backward
2.29,2.11,3.11,2.8,2.41,3.66,0.45,3.61,1.79,5.18,4.19,6.54,5.69,03,leaning-backward
2.29,2.09,3.08,2.84,2.39,3.59,0.44,3.5,1.52,4.86,3.92,5.93,5.14,03,leaning-backward
2.25,2.11,3.1,2.85,2.41,3.61,0.46,3.58,1.65,5.1,4.16,6.5,5.59,03,leaning-backward
2.26,2.1,3.11,2.89,2.44,3.66,0.45,3.59,1.81,5.18,4.19,6.59,5.69,03,leaning-backward
2.26,2.1,3.1,2.92,2.44,3.59,0.45,3.55,1.73,5.18,4.19,6.54,5.59,03,leaning-backward
2.29,2.11,3.13,2.89,2.41,3.67,0.45,3.63,1.44,5.2,4.19,6.59,5.66,03,leaning-backward
2.26,2.11,3.14,2.83,2.41,3.64,0.46,3.63,1.79,5.2,4.21,6.54,5.63,03,leaning-backward
2.29,2.11,3.13,2.9,2.44,3.7,0.45,3.59,1.84,5.18,4.16,6.5,5.63,03,leaning-backward
2.28,2.11,3.11,2.9,2.47,3.66,0.45,3.58,1.63,5.2,4.14,6.5,5.63,03,leaning-backward
2.29,2.11,3.11,2.88,2.41,3.7,0.46,3.61,1.86,5.18,4.19,6.59,5.59,03,leaning-backward
2.26,2.11,3.14,2.85,2.44,3.67,0.45,3.59,1.63,5.2,4.21,6.54,5.66,03,leaning-backward
2.33,2.11,3.11,2.9,2.41,3.72,0.47,3.61,2.15,5.2,4.24,6.59,5.69,03,leaning-backward
2.26,2.11,3.11,2.89,2.38,3.7,0.46,3.59,1.85,5.24,4.24,6.59,5.66,03,leaning-backward
2.29,2.11,3.13,2.92,2.41,3.7,0.45,3.61,1.85,5.24,4.21,6.59,5.66,03,leaning-backward
2.24,2.11,3.15,2.9,2.41,3.72,0.46,3.61,1.74,5.24,4.21,6.59,5.69,03,leaning-backward
2.29,2.11,3.14,2.92,2.42,3.66,0.44,3.61,2.15,5.24,4.19,6.59,5.59,03,leaning-backward
2.28,2.11,3.11,2.9,2.36,3.67,0.45,3.59,2.03,5.18,4.16,6.54,5.66,03,leaning-backward
2.29,2.11,3.13,2.9,2.45,3.66,0.46,3.58,1.96,5.2,4.21,6.5,5.63,03,leaning-backward
2.35,2.15,3.15,2.92,2.45,3.67,0.47,3.63,1.89,5.2,4.19,6.59,5.63,03,leaning-backward
2.3,2.13,3.14,2.92,2.4,3.63,0.46,3.64,2.1,5.2,4.21,6.54,5.63,03,leaning-backward
2.29,2.11,3.13,2.9,2.41,3.67,0.45,3.63,2.06,5.2,4.21,6.54,5.59,03,leaning-backward
2.33,2.13,3.13,2.9,2.41,3.64,0.47,3.63,1.89,5.14,4.19,6.5,5.59,03,leaning-backward
2.31,2.11,3.13,2.84,2.44,3.66,0.45,3.61,2.13,5.2,4.21,6.54,5.66,03,leaning-backward
2.26,2.1,3.15,2.9,2.41,3.67,0.45,3.63,2.11,5.24,4.26,6.59,5.66,03,leaning-backward
2.31,2.13,3.15,2.88,2.39,3.66,0.46,3.61,1.86,5.18,4.21,6.59,5.66,03,leaning-backward
2.3,2.11,3.13,2.9,2.41,3.66,0.46,3.63,1.91,5.2,4.19,6.59,5.66,03,leaning-backward
2.3,2.13,3.14,2.92,2.42,3.72,0.46,3.64,1.91,5.24,4.21,6.64,5.69,03,leaning-backward
2.29,2.14,3.1,2.92,2.39,3.7,0.46,3.61,1.8,5.3,4.26,6.69,5.66,03,leaning-backward
2.31,2.13,3.11,2.92,2.41,3.66,0.45,3.63,2.06,5.24,4.24,6.64,5.74,03,leaning-backward
2.34,2.14,3.11,2.94,2.41,3.66,0.45,3.63,1.79,5.24,4.26,6.64,5.66,03,leaning-backward
2.3,2.15,3.13,2.92,2.4,3.72,0.46,3.61,1.84,5.24,4.24,6.64,5.69,03,leaning-backward
2.31,2.15,3.13,2.9,2.39,3.7,0.45,3.61,1.81,5.24,4.21,6.59,5.66,03,leaning-backward
2.3,2.14,3.11,2.91,2.38,3.7,0.46,3.63,1.89,5.24,4.21,6.59,5.66,03,leaning-backward
2.31,2.13,3.13,2.89,2.35,3.7,0.46,3.63,1.91,5.26,4.21,6.64,5.69,03,leaning-backward
2.35,2.15,3.13,2.9,2.39,3.67,0.45,3.61,1.71,5.3,4.24,6.64,5.74,03,leaning-backward
2.3,2.13,3.13,2.94,2.38,3.64,0.47,3.58,2.03,5.18,4.21,6.64,5.69,03,leaning-backward
2.26,2.11,3.08,2.92,2.38,3.64,0.46,3.61,2.05,5.24,4.21,6.59,5.59,03,leaning-backward
2.26,2.13,3.11,2.95,2.36,3.67,0.47,3.63,1.96,5.18,4.19,6.64,5.63,03,leaning-backward
2.26,2.11,3.08,2.88,2.34,3.64,0.46,3.63,2.06,5.26,4.24,6.64,5.66,03,leaning-backward
2.31,2.13,3.1,2.94,2.39,3.63,0.46,3.61,2.03,5.24,4.21,6.54,5.66,03,leaning-backward
2.31,2.13,3.13,2.92,2.38,3.64,0.46,3.63,2.04,5.26,4.24,6.59,5.69,03,leaning-backward
2.31,2.14,3.14,2.94,2.38,3.66,0.45,3.63,2.03,5.24,4.24,6.59,5.69,03,leaning-backward
2.33,2.15,3.11,2.97,2.44,3.67,0.45,3.66,1.84,5.26,4.24,6.59,5.69,03,leaning-backward
2.3,2.15,3.11,2.91,2.4,3.67,0.47,3.63,1.81,5.24,4.28,6.59,5.74,03,leaning-backward
2.38,2.15,3.14,2.91,2.4,3.74,0.45,3.64,1.84,5.05,4.21,6.36,5.66,03,leaning-backward
2.36,2.15,3.11,2.94,2.38,3.67,0.45,3.63,1.86,5.3,4.24,6.59,5.78,03,leaning-backward
2.13,1.98,2.79,2.64,2.17,3.26,0.45,3.21,1.89,4.5,3.7,5.44,4.84,03,leaning-backward
2.35,2.15,3.14,2.92,2.35,3.66,0.45,3.64,2.06,5.24,4.24,6.59,5.74,03,leaning-backward
2.39,2.17,3.11,2.94,2.33,3.74,0.45,3.67,2.03,5.3,4.28,6.64,5.66,03,leaning-backward
2.26,2.06,3.1,2.89,2.4,3.7,0.46,3.58,2.03,5.34,4.26,6.36,5.74,03,leaning-backward
2.36,2.13,3.1,2.84,2.41,3.78,0.46,3.66,2.05,5.34,4.28,6.5,5.74,03,leaning-backward
2.31,2.14,3.13,2.92,2.39,3.74,0.45,3.63,1.95,5.34,4.26,6.4,5.78,03,leaning-backward
2.34,2.13,3.14,2.94,2.41,3.7,0.45,3.63,1.94,5.34,4.26,6.5,5.81,03,leaning-backward
2.34,2.11,3.11,2.88,2.4,3.74,0.46,3.63,2.01,5.26,4.28,6.5,5.74,03,leaning-backward
2.35,2.14,3.14,2.91,2.36,3.74,0.45,3.66,1.91,5.26,4.26,6.5,5.78,03,leaning-backward
2.3,2.13,3.15,2.92,2.38,3.74,0.45,3.64,1.96,5.26,4.24,6.54,5.74,03,leaning-backward
2.11,1.96,2.78,2.63,2.11,3.55,0.45,3.58,2.09,5.01,4.11,6.22,5.34,03,leaning-backward
2.34,2.15,3.15,2.95,2.33,3.63,0.45,3.66,2.09,5.1,4.19,6.36,5.66,03,leaning-backward
2.34,2.14,3.15,2.95,2.35,3.63,0.45,3.64,2.09,5.26,4.26,6.36,5.69,03,leaning-backward
2.4,2.15,3.14,2.92,2.33,3.55,0.45,3.64,2.09,5.26,4.21,6.22,5.69,03,leaning-backward
2.36,2.15,3.13,2.9,2.35,3.66,0.45,3.67,2.1,5.3,4.26,6.18,5.69,03,leaning-backward
2.31,2.11,3.13,2.89,2.34,3.63,0.46,3.63,2.1,5.3,4.26,6.31,5.63,03,leaning-backward
2.35,2.14,3.14,2.88,2.36,3.63,0.46,3.63,2.11,5.3,4.24,6.31,5.69,03,leaning-backward
2.35,2.11,3.1,2.95,2.36,3.64,0.45,3.63,2.09,5.34,4.26,6.45,5.78,03,leaning-backward
2.39,2.14,3.15,2.91,2.36,3.64,0.46,3.61,2.09,5.3,4.24,6.36,5.69,03,leaning-backward
2.36,2.16,3.15,2.91,2.38,3.66,0.47,3.66,2.13,5.26,4.26,6.4,5.74,03,leaning-backward
2.33,2.15,3.14,2.92,2.35,3.67,0.45,3.59,2.11,5.2,4.19,6.36,5.69,03,leaning-backward
2.38,2.13,3.15,2.94,2.35,3.7,0.46,3.64,2.14,5.26,4.19,6.31,5.69,03,leaning-backward
2.38,2.15,3.15,2.88,2.38,3.72,0.47,3.61,2.11,5.3,4.24,6.36,5.69,03,leaning-backward
2.36,2.15,3.13,2.81,2.36,3.67,0.45,3.64,2.13,5.24,4.24,6.31,5.66,03,leaning-backward
2.39,2.15,3.15,2.9,2.38,3.72,0.46,3.63,2.15,5.26,4.24,6.31,5.74,03,leaning-backward
2.36,2.17,3.15,2.84,2.4,3.72,0.46,3.66,2.13,5.1,4.01,6.4,5.69,03,leaning-backward
2.39,2.16,3.17,2.92,2.39,3.7,0.46,3.66,2.11,5.34,4.28,6.5,5.81,03,leaning-backward
2.39,2.19,3.19,2.97,2.41,3.7,0.46,3.66,2.14,5.3,4.26,6.45,5.78,03,leaning-backward
2.42,2.14,3.2,2.92,2.35,3.66,0.45,3.67,2.13,5.34,4.26,6.45,5.81,03,leaning-backward
2.4,2.16,3.19,2.97,2.39,3.66,0.45,3.7,2.1,5.38,4.24,6.4,5.78,03,leaning-backward
2.36,2.16,3.15,2.92,2.36,3.66,0.45,3.64,2.11,5.3,4.24,6.5,5.78,03,leaning-backward
2.39,2.17,3.17,2.91,2.33,3.67,0.47,3.61,2.1,5.3,4.26,6.5,5.78,03,leaning-backward
2.44,2.17,3.19,2.92,2.36,3.7,0.45,3.66,2.11,5.34,4.24,6.5,5.81,03,leaning-backward
2.4,2.16,3.17,2.94,2.34,3.63,0.46,3.67,2.14,5.2,4.16,6.36,5.78,03,leaning-backward
2.39,2.15,3.21,2.99,2.36,3.74,0.45,3.66,2.11,5.26,4.28,6.5,5.78,03,leaning-backward
